text_id,block_id,line_id,sentence
100002_8,5,869,在芦谷高中，围绕着真唯，万纱派和万恶派似乎在水面下展开了斗争。
100002_8,5,870,"适合完美恋人的是纱月同学，不对，是紫阳花同学，诸如此类……
　然后，就发生了这场婚约骚动。"
100002_8,5,873,她的眼神有时会追着纱月同学，有时会望向真唯。
100002_8,5,877,那种全身寒毛直竖的痒感，让我慌张地重新面向前方。
100002_8,5,879,但是，紫阳花同学一直不肯和我对上视线，我只好不情愿地再次把手伸向书包。
100002_8,5,880,背脊再次被手指抚摸，我发出了尖叫。
100002_8,5,886,比起因为谁打了谁，或是谁被欺负了之类的话题而热闹，这样要好得多。
100002_8,5,890,我想就这样，过着风平浪静的和平人生。
100002_8,5,893,"一直平稳地，绝对不会被打乱内心，如同植物般的人生……
　我这样想——直到那一瞬间为止。"
100002_8,5,894,在走到车站的归途上，我的手突然被抓住。
100002_8,5,895,"咦——
　就这样，我被强行拖进了小巷子里。"
100002_8,5,906,虽然她平时开朗活泼，很可爱，但是一起洗澡的时候，她会咬别人的脖子，是个危险的女孩子。
100002_8,5,907,我下意识捂住自己的脖子，说道。
100002_8,5,908,小耀子承认自己的错误，向我道歉。
100002_8,5,909,唔……她都道歉了，我也没法再说什么了……！
100002_8,5,910,我还是第一次看到小耀子这么慌张。
100002_8,5,922,那一定是一个被毛毯包裹着的人……。
100002_8,5,923,为，为什么气氛会变得这么恐怖？
100002_8,5,925,这时，小耀子把手放在了我的肩膀上。
100002_8,5,927,我不由得颤抖着回过头，看到小耀子清澈的眼神。
100002_8,5,928,小耀子向右转，转眼间就消失了。
100002_8,5,934,我回想起上次来这个房间时的事情。
100002_8,5,935,"小耀子，看来是真的很不想和小露西扯上关系啊…………
　这时，从房间里面传来了微弱的声音。"
100002_8,5,936,"唔…………
　既然被叫了名字，那我也不能逃走了……
　我脱下鞋子，战战兢兢地走进房间。"
100002_8,5,937,这个房间的主人，小露西裹着毛毯，抬头看着我。
100002_8,5,941,这里有一个因为真唯和纱月同学的策略，而变得不幸的女孩子。
100002_8,5,942,来自法国的模特儿，真唯的前未婚妻。
100002_8,5,944,因为势头太猛，我就这样被推倒在了地板上。
100002_8,5,945,她有着一头及腰的美丽银发，以及苍色的眼眸。
100002_8,5,946,那白皙的肌肤仿佛散发着淡淡的光芒。
100002_8,5,947,小露西穿着胸口大大敞开的连身睡衣
100002_8,5,952,即使在昏暗的房间里，她的眼眸也依然闪耀着光芒。
100002_8,5,953,总，总觉得……这个姿势，好像不太妙……！
100002_8,5,956,平时拥有梦幻般美貌的小露西，因为眼泪的缘故，突然变得很亲近。
100002_8,5,957,该说是质感还是肉感……那种东西让我的心脏剧烈跳动。
100002_8,5,958,樱色的嘴唇，像是在求助一样，呼唤着我的名字。
100002_8,5,959,心脏的跳动声太吵了，让我无法思考。
100002_8,5,960,小露西一屁股坐在地上，跨在我身上。
100002_8,5,964,骑在我身上的小露西，用双手握住我的手。
100002_8,5,973,而且还是两个超级可爱又超级漂亮的女朋友！
100002_8,5,981,和吵闹的内心相反，我的嘴巴一张一合，说不出话来。
100002_8,5,982,小露西微微歪着头，眼角含着泪水，握着我的手的手，用力地握着。
100002_8,5,983,然后她竭尽全力，坚强地微笑着说道。
100002_8,5,986,从某种意义上来说，这是个让人非常心动的邀请……。
100002_8,5,998,希望拥有能打从心底信赖的最棒的我，其实真正想要的，是能抬头挺胸的自己。
100002_8,5,999,即使大家嘴上都坚持自己想要的是，但其实真正想要的东西，要到关键时刻才会知道。
100002_8,5,1000,因为人际关系很复杂，而人心更是复杂。
100002_8,6,1001,就算被别人指出来，也绝对不会明白。
100002_8,6,1005,在无可替代的时间里，为了成为比昨天的自己稍微好一点的自己而努力的每一天，正是如此。
100002_8,6,1007,实在是过于庞大，甚至让还是女高中生的我们难以承受，每天都被它耍得团团转。
100002_8,6,1008,但是，它偶尔也会给予我们难以置信的强大力量。
100002_8,6,1009,就像我曾经发誓要让真唯和紫阳花同学两个人一起幸福的那天一样。
100002_8,6,1014,她穿着像是便服的公主殿下一样的连衣裙，外面还套着一件看起来超级贵的毛皮大衣。
100002_8,6,1016,露西从毛皮大衣的口袋里掏出一张闪着黑光的信用卡。
100002_8,6,1017,听到我这么说，露西就像正准备吃可丽饼的时候被老鹰抢走了一样，一脸愕然。
100002_8,6,1021,这时，头顶上传来一个熟悉的声音。
100002_8,6,1024,我抬头一看，发现那里站着一位面带柔和笑容的女性。
100002_8,6,1027,毕竟这里是Queen Palace的总公司大楼前，真唯当然也会在这里！
100002_8,6,1028,我为了辩解而站起身，回头望去。
100002_8,6,1029,然后，发现刚才还在旁边的露西不见了。
100002_8,6,1038,"然后，露西她……

　又以惊人的气势用字母语滔滔不绝地说了起来！"
100002_8,6,1045,现代日本不可能有人会相信这种借口。
100002_8,6,1046,是说好厉害啊，行动模式里有的女孩子。
100002_8,6,1048,这时，露西从行道树的阴影处探出头来，露出了拘谨的笑容。
100002_8,6,1051,露西把手放在脸颊上，笑嘻嘻地微笑着。
100002_8,6,1052,那善良的笑容，实在不像是策划了蔷薇皇后爆破计划的恐怖分子。
100002_8,6,1055,露西就像是被最喜欢的孩子邀请去玩一样，用力地点头。
100002_8,6,1057,真唯靠近露西，抚摸她那平滑的肩膀。
100002_8,6,1059,她再次躲到行道树后面，用锐利的眼神指着真唯。
100002_8,6,1060,简直就像是总算想起了刚才的愤怒一样！
100002_8,6,1061,真唯或许已经习惯露西这样情绪起伏不定，她只是微微歪头。
100002_8,6,1067,这句发言，似乎远远超乎了真唯的想象。
100002_8,6,1068,露西不知为何挺起胸膛，就像是第一次整人成功一样，得意地如此宣告。
100002_8,6,1072,试图蒙混过关的我，以及完全认真的露西，两人的声音重叠在一起。
100002_8,6,1076,她再次一步步地靠近拉开距离的露西。
100002_8,6,1077,"露西一边对真唯摆出谜之威吓的姿势，一边说道：

　真唯抓住了露西的手腕。"
100002_8,6,1079,"等、等一下，真唯……
　我不安起来，不禁烦恼着是否该插嘴。"
100002_8,6,1082,真唯放开露西的手腕，真挚地低头道歉。
100002_8,6,1083,真唯抬起头，温柔地微笑着，缓缓地摇了摇头。
100002_8,6,1084,与柔和的笑容相反，她的话语中蕴含着热情。
100002_8,6,1085,"真唯是真心希望露西能够幸福，这点已经充分传达给我了……
　可是……咦？"
100002_8,6,1091,不只是我，真唯也被这句话吓了一跳。
100002_8,6,1092,露西就像一只在栅栏对面汪汪叫的小狗一样，大声喊道。
100002_8,6,1096,"jpg

　这是我第一次看到真唯和露西在说话。"
100002_8,6,1097,我完全不知道露西实际上是怎么看待真唯的。
100002_8,6,1099,"可是，这是……


　真唯承受着露西的视线，然后难受地皱起眉头。"
100002_8,6,1100,听到真唯这么说，露西的眼中闪过动摇。
100002_8,6,1102,她之所以决定要得到幸福……是因为我和紫阳花同学的事情。
100002_8,6,1103,隔了一小段时间，低着头的露西以颤抖的嘴唇询问。
100002_8,6,1105,小露西仿佛抓住了细小的蜘蛛丝，如此低喃。
100002_8,6,1106,然而，真唯没有等小露西把话说完。
100002_8,6,1109,我想……她应该是打算说出真相。
100002_8,6,1110,为了接受小露西发自内心的话语，她打算说出真心话。
100002_8,6,1111,"但是——

　此时，一道黑影出现了。"
100002_8,6,1113,纱月同学站在真唯旁边，搂住她的腰，仿佛在主张所有权。
100002_8,6,1114,然后，她以不带任何光芒的眼神望向这边。
100002_8,6,1115,"小露西一脸愕然，小声地询问：


　纱月同学挺直背脊，回望小露西。"
100002_8,6,1116,纱月同学曾经说过小露西，现在却对她说了如此残酷的话。
100002_8,6,1118,她朝着曾经一脸幸福地亲吻过的纱月同学的脸，用力地举起手。
100002_8,6,1123,但是，纱月同学悠然地躲过了这记大动作的攻击。
100002_8,6,1125,小露西的左手立刻反手一挥，打中了纱月同学的脸！
100002_8,6,1129,纱月同学的身体微微倾斜，看起来就像是慢动作。
100002_8,6,1131,打了纱月同学一巴掌的小露西反而转身跑走了！
100002_8,6,1134,我低头道歉了好几次，然后追上露西。
100002_8,6,1135,事态早就已经超出我的处理能力的极限，我完全无法接受眼前发生的一切。
100002_8,6,1136,但是，我不能就这样放着露西一个人不管。
100002_8,6,1137,过了一会儿，露西停下脚步，气喘吁吁地随便找了个护栏靠上去。
100002_8,6,1138,我的体力也绝对算不上好，所以走到露西旁边，大口喘着气。
100002_8,6,1140,虽然觉得不太可能……但这次难道要解决纱月同学不去上学，露西变成家里蹲的故事……！
100002_8,6,1144,"我得……我得照顾她……
　可是，我该怎么和她搭话！"
100002_8,6,1146,她就像个只要摇晃一公分就会哭喊的婴儿。
100002_8,6,1151,我拉着她白皙的手，提议离开这里。
100002_8,6,1152,露西就像救护车的警笛一样，用50公里外都能听到的音量，全力哭泣着。
100002_8,6,1156,纱月同学，不会不来上学吧……？
100002_8,6,1157,她总是打人，应该也习惯被打了吧……？
100002_8,6,1160,露西把手放在扶手上，小声地开口说道。
100002_8,6,1161,然后，露西用生硬的日语开始讲述。
100002_8,6,1163,那名女性，是看了面向当地小孩的时尚杂志后，才来到这里的。
100002_8,6,1168,她们三人拍了许多照片，作为模特展翅高飞。
100002_8,6,1169,就这样，露西沉睡的美貌绽放出花朵，取得了世界级的巨大成功。
100002_8,6,1171,如果她回答，我也没办法为她做什么。
100002_8,6,1173,与毅然地低头的真唯，以及故意扮黑脸的纱月同学完全不同。
100002_8,6,1174,我只是个想装出一副好人样的卑鄙小人。
100002_8,6,1177,"她低着头，开口说道：呃……


　小露西静静地摇了摇头。"
100002_8,6,1178,是吗……可以的话，真希望她不要想到这个主意……。
100002_8,6,1179,小露西一点一点地吐露着自己那不稳定的心情。
100002_8,6,1180,，露西一直都不明白……和一起玩游戏，是不一样的，对吧……？
100002_8,6,1184,虽然只是我的猜测……但我觉得小露西对真唯和纱月同学，并没有抱持着恋爱感情。
100002_8,6,1186,我也会对妹妹说，所以我很清楚。
100002_8,6,1187,就算当时是真心那么想，那也不是真心话。
100002_8,6,1191,看到她那过于失落的侧脸，我的胸口一阵苦闷。
100002_8,6,1192,会变得自暴自弃，想要伤害周围的一切。
100002_8,7,1201,这种时候应该好好思考，给出正确的答案……！
100002_8,7,1202,对了，这种时候就问问以前的我吧。
100002_8,7,1203,如果是叛逆期的我，应该能稍微理解小露西现在的心情！
100002_8,7,1209,毕竟她毫无人生经验，只是个在网上搜罗别人的肤浅思想，然后到处炫耀的垃圾。
100002_8,7,1213,"不、不过，有些问题确实需要时间来解决…………
　露西听了我的话，微微点了点头。"
100002_8,7,1215,听到她那仿佛眼泪般滴落的话语，我。
100002_8,7,1217,不，要是她太期待的话，我会很困扰的……！
100002_8,7,1219,因为，真唯和纱月同学看起来完全不像是讨厌小露西。
100002_8,7,1220,真唯好像认为小露西是被母亲利用，而纱月同学也不是那种被讨厌的人亲吻脸颊还能接受的人。
100002_8,7,1225,纱月同学以前在球技大会时，因为紫阳花同学受到伤害，燃起了的杀气。
100002_8,7,1231,因为错的是纱月同学的说话方式！
100002_8,7,1232,小露西像是被大雨淋湿了一样，抱着头。
100002_8,7,1235,如果是我干的话，就算投胎七次也会被她追上，被打入地狱的！
100002_8,7,1237,光是想象那种场景，感觉就会一辈子被噩梦缠身。
100002_8,7,1239,相比之下，打个耳光根本不算什么吧？
100002_8,7,1240,只要想和好，明天就能和好如初。
100002_8,7,1244,"嗯……
　那柔软的身体，以及炙热的体温传了过来。"
100002_8,7,1248,她只是和朋友吵架，说了违心之论，然后大闹了一场，是个受伤的女孩子。
100002_8,7,1249,……好啦，总之，小露西好像也冷静下来了。
100002_8,7,1250,我这样说完，小露西依然抱着我摇了摇头。
100002_8,7,1251,这让我想起了裹着毛毯，眼睛红肿的小露西。
100002_8,7,1253,我轻轻地笑了笑，抚摸着小露西的头。
100002_8,7,1255,露西轻轻地抬起头，窥视着我的脸色。
100002_8,7,1256,这次的开端，露西被悔婚这件事，我也有责任……。
100002_8,7,1257,但是，更重要的是，我不想让露西孤身一人。
100002_8,7,1258,在遥远的外国，和最喜欢的朋友吵架，一个人待在公寓里，如果是我，我可能会疯掉。
100002_8,7,1262,我配合着她，也嬉皮笑脸地笑了。
100002_8,7,1263,只要露西能打起精神，不管去哪里我都会陪着她！
100002_8,7,1264,我们一边笑着，一边牵着手，中途拦了一辆出租车，前往目的地。
100002_8,7,1266,到达店后，刚被带到座位上，我就对坐在斜对面的露西大声说道。
100002_8,7,1267,露西歪着头，就像一个分不清善恶的纯洁人偶，然后露出了天真烂漫的笑容。
100002_8,7,1270,里面很昏暗，低矮的天花板上挂着玻璃吊灯。
100002_8,7,1271,整面墙壁都是烟雾弥漫的镜子，有一种不可思议的氛围。
100002_8,7,1272,我和露西坐在曲线平缓的沙发上，穿着华丽礼服的姐姐们走了过来……。
100002_8,7,1274,我就像信乐烧的狸猫一样，全身僵硬……。
100002_8,7,1275,露西开心地打开菜单，天真无邪地笑着对我说。
100002_8,7,1280,啊……不知不觉，我对这么可爱的露西，说了这么过分的话……！
100002_8,7,1281,不，刚才只是我心中的耀子在叫喊……！
100002_8,7,1282,我勉强挤出笑容，和她一起看菜单。
100002_8,7,1284,虽然不太清楚，但那应该是酒吧！
100002_8,7,1296,虽然我这样喊着，但被对方逼问，我只能哭着点头……。
100002_8,7,1297,被抛弃的甘织玲奈子，今后只能依靠高中生活的快乐回忆，一辈子都躲在房间里……！
100002_8,7,1298,我露出无可奈何的软弱笑容，比出了剪刀手。
100002_8,7,1300,我是不是因为陪露西，而掉进了无底的深渊呢。
100002_8,7,1301,这样的想象，让我感觉快要被勒死了。
100002_8,7,1303,我紧紧抓住了完全兴奋起来的露西的手腕。
100002_8,7,1307,我低下头，露西也点了同样的东西。
100002_8,7,1310,咦，为什么连店员的份都要我们点啊……！
100002_8,7,1314,不然我对你的看法会彻底改变的……！
100002_8,7,1316,我们正在争论的时候，坐在座位上的姐姐轻轻地笑了。
100002_8,7,1318,坐在旁边的姐姐一下子把身体靠了过来。
100002_8,7,1322,姐姐保持着在我旁边的座位，积极地和我聊着各种话题。
100002_8,7,1323,对于我笨拙的游戏话题，她有时会露出笑容，还会说并用力点头，非常开心地听着。
100002_8,7,1327,虽然不知道，但总之心跳加速了。
100002_8,7,1331,姐姐缩短了和我之间隔着一个拳头的距离。
100002_8,7,1334,姐姐的膝盖轻轻碰到了我的膝盖。
100002_8,7,1343,心脏的跳动BPM超过200了！
100002_8,7,1345,报上本名的话就糟了，只有这种危机感在运作。
100002_8,7,1347,回过神来，我立刻报上了假名……。
100002_8,7,1352,真唯、纱月同学、紫阳花同学、小香穗，以及遥奈。
100002_8,7,1354,死刑、死刑、死刑、死刑、死刑。
100002_8,7,1359,因为小露西看起来很失落，很寂寞，我不能放着她不管！
100002_8,7,1363,玻璃杯与玻璃杯互相碰撞，冒充妹妹名字的我，脸上挂着快要死掉的笑容。
100002_8,7,1364,姐姐将艳丽的嘴唇凑近玻璃杯，喝了一口饮料。
100002_8,7,1366,她道谢的同时对我眨了眨眼，我只能笑了。
100002_8,7,1371,我连忙喝了一口饮料，但只感觉到冰凉。
100002_8,7,1373,姐姐的手，这次放到了我的大腿上。
100002_8,7,1378,凑近我的脸微笑的姐姐，她的眼眸中带着妖艳的色彩。
100002_8,7,1382,同样接受姐姐接待的小露西，情绪已经变得很奇怪了。
100002_8,7,1383,她的眼眸中扑簌扑簌地流下眼泪，被旁边的姐姐安慰着。
100002_8,7,1384,这次她抱着姐姐的膝盖，哭了起来。
100002_8,7,1385,明明没喝酒……这家伙……这家伙怎么回事！
100002_8,7,1388,现在，我用理解了小耀子的辛苦！
100002_8,7,1389,话说……露西好像比刚才我在高台上安慰她的时候，看起来更开心……？
100002_8,7,1391,不，有些话，只有第一次见面才能说……。
100002_8,7,1395,我渐渐觉得，思考这件事很痛苦。
100002_8,8,1401,我喝干了加了薄荷，味道很浓的青柠风味无酒精鸡尾酒，把玻璃杯放在桌子上。
100002_8,8,1403,感觉最近积累的压力，正在被治愈……。
100002_8,8,1406,这就是，用金钱维系的关系……！
100002_8,8,1409,小露西用手掌揉搓着一次性筷子，把筷子搅在一起，然后把筷子的尾部朝向这边。
100002_8,8,1410,虽然完全不知道话题是怎么发展到这里的，但不知何时开始玩起了国王游戏。
100002_8,8,1411,已经放弃思考的我，笑嘻嘻地抽出了筷子。
100002_8,8,1414,我来回看着美女和性感的大姐姐们，以及小露西，思考着命令。
100002_8,8,1416,小露西和凛小姐移动到座位上，坐到了我的两边。
100002_8,8,1417,我心跳加速地等待着，她们把脸凑到我的耳边。
100002_8,8,1418,顺便一提，虽然小露西一直坚持叫我，但凛小姐却能面不改色地叫我，她毫无疑问是专业的。
100002_8,8,1421,从两边传来让大脑融化的甜美声音……！
100002_8,8,1422,她们在我耳边轻声细语了一会儿，然后同时。
100002_8,8,1427,我躺在沙发上，翻来覆去地扭动着身体。
100002_8,8,1429,这就是国王游戏……多么可怕的恶魔游戏……。
100002_8,8,1430,一次都没有当过国王的小露西收集好一次性筷子，再次递了过来。
100002_8,8,1431,哈啊，哈啊……我差点就回过神来了……好险好险。
100002_8,8,1432,已经到极限的我，用颤抖的指尖抽出了签。
100002_8,8,1434,签发给所有人之后，小露西明显地带着笑容宣布。
100002_8,8,1435,迫不及待的小露西，带着天真无邪的笑容开口。
100002_8,8,1438,小露西像是事先就决定好命令一样，高声宣布。
100002_8,8,1439,我用像是要折断一次性筷子一样的气势大喊。
100002_8,8,1443,就这样，第一次的陪酒体验，以乱七八糟的状态结束了。
100002_8,8,1444,但是，真正麻烦的，是从现在开始……。
100002_8,8,1445,我扶着摇摇晃晃的小露西，走出店门。
100002_8,8,1446,用黑亮的信用卡结完账的小露西，走了几步之后又全身无力。
100002_8,8,1448,虽然露西很瘦，但比我高了10厘米左右。
100002_8,8,1449,要抱着她回到公寓，感觉相当困难。
100002_8,8,1452,然后，靠在我肩膀上的露西，从极近距离用她那双大眼睛看向我。
100002_8,8,1458,那里有一家同时写着住宿和休息费用，有点成人向的住宿设施。
100002_8,8,1460,我用仅剩的一点点理性，下意识地想要把露西扔出去，然后大声喊道。
100002_8,8,1464,今天真的发生了太多事，露西的体力和精神力都耗尽了，就像个没电的幼儿园儿童一样……。
100002_8,8,1465,……这，这是……助人为乐……。
100002_8,8,1469,说不定是在问星星，但冬天的夜空并没有给我任何回应。
100002_8,8,1470,我拖着连呻吟的力气都没有的露西。
100002_8,8,1472,总感觉，我好像陷入了泥沼……！
100002_8,8,1475,……没想到，和小香穗开摄影会庆功宴时的经验，居然能派上用场……。
100002_8,8,1476,就连选房间都很顺利……不，不对……这只是因为人生经验的积累……？
100002_8,8,1478,我像在拉坯一样僵住，也不知道自己在对谁辩解，只是俯视着躺在大床上的露西。
100002_8,8,1479,这次的房间在脚边铺着软绵绵的地毯。
100002_8,8,1481,墙壁统一为亚光黑色，房间的氛围被装饰得十分奢华。
100002_8,8,1482,和上次来的时候相比，感觉气氛更加沉稳。
100002_8,8,1483,但是床边的面板却散发着银色的光芒，给人一种浮躁的感觉，而且浴室还是从房间就能看到的玻璃墙。
100002_8,8,1485,一旦闲下来，就会被名为的恶魔追上，让人坐立不安……。
100002_8,8,1488,至少，把小露西的外套挂在衣架上吧……。
100002_8,8,1491,我小心翼翼地脱下小露西的外套，以免吵醒她。
100002_8,8,1492,然后，抱着膝盖侧睡的小露西，微微动了动嘴唇。
100002_8,8,1495,我先脱下她的右手，然后是左手……好，外套回收完毕。
100002_8,8,1497,当我把外套挂到衣架上回来的时候，小露西已经慢吞吞地坐了起来，摆出双手高举的万岁姿势。
100002_8,8,1499,小露西一脸半睡半醒的样子，用甜美的声音催促着我。
100002_8,8,1500,……这是希望我帮她脱衣服的意思吗！
100002_8,8,1508,我心中涌起一股下流的念头，赶紧让自己冷静下来。
100002_8,8,1509,不不不，小露西的精神年龄只有幼儿园水平，所以这根本没什么！
100002_8,8,1510,我可不是那种对谁都会产生想法的女人！
100002_8,8,1512,也就是说，我必须用那种眼光好好地看露西。
100002_8,8,1518,恐怕露西平时也是让小耀子帮忙换衣服的。
100002_8,8,1519,所以这对露西来说，是司空见惯的景象。
100002_8,8,1521,虽然我完全没有产生色色的想法，但姑且，姑且。
100002_8,8,1526,然后我保持着空无一物的状态，像拔大萝卜一样，把露西平时穿的连衣裙脱了下来。
100002_8,8,1527,露西白皙光滑的肌肤展现在我的眼前。
100002_8,8,1528,面对过于美丽的事物，人的心跳会加速，但我现在是空无一物，所以什么感觉都没有。
100002_8,8,1529,这里没有甘织玲奈子，只有拥有人类外形的空无。
100002_8,8,1530,"连衣裙上还残留着露西的温度，我感受到了她的余香…………
　——没什么大不了的！"
100002_8,8,1531,我小心地叠好连衣裙，放在桌子上！
100002_8,8,1535,露西还没有动，她依然背对着我。
100002_8,8,1538,眼前是有着精致刺绣的黑色胸罩的背扣。
100002_8,8,1541,这也是日常生活中随处可见的一页！
100002_8,8,1545,我用颤抖的指尖解开了露西胸罩的背扣。
100002_8,8,1546,视野的右上角突然弹出了一个奖杯的通知。
100002_8,8,1547,我人生中第一次达成了脱掉女生内衣的成就。
100002_8,8,1549,没什么大不了的……毕竟我每天早上都要穿胸罩……话说，我还是第一次知道脱比穿要简单。
100002_8,8,1552,露西在床上转向我，把并拢的双腿伸向了我。
100002_8,8,1553,现在的露西，胸部裸露在外，只穿着一条内裤。
100002_8,8,1557,"jpg


　也就是说，那个也………………？"
100002_8,8,1560,然后，我把手伸向她的内裤……。
100002_8,8,1565,就在我要触碰到小露西白皙的肌肤，柔软的大腿根部时。
100002_8,8,1572,我拉着电池耗尽的小露西的手，猛地冲向浴室。
100002_8,8,1575,小露西把肩膀以下都泡在宽敞的碗型浴缸里。
100002_8,8,1576,我俯视着这幅景象，有种成就感。
100002_8,8,1578,我对小耀子的同情心无止境地高涨。
100002_8,8,1579,我只不过陪了露西一天，就被她像晨星锤一样甩来甩去，身心都变得残破不堪……。
100002_8,8,1580,这样的日子，每天都在持续…………。
100002_8,8,1582,你很了不起……是女仆的榜样……。
100002_8,8,1583,会咬我的身体，也是因为压力太大了吧，嗯嗯……。
100002_8,8,1585,如果可以的话，你尽管咬吧……。
100002_8,8,1591,这该怎么说呢……算不算……算不算出轨呢……？
100002_8,8,1593,和小香穗一起进去的时候，还没有和真唯以及紫阳花同学交往。
100002_8,8,1594,花取小姐只是帮我擦擦身体，小耀子那次是不可抗力……。
100002_8,8,1595,这次是能靠自己的意志决定要不要进去的类型……。
100002_8,8,1596,在这样的情况下，我要是选择了，感觉对真唯和紫阳花同学有点不义……。
100002_8,9,1609,我感觉最近紫阳花同学对我抱持着有点复杂的心情……。
100002_8,9,1613,我心中的紫阳花同学莞尔一笑，对我露出了温暖的微笑。
100002_8,9,1618,对不起，紫阳花同学……我一定会补偿你的！
100002_8,9,1620,现在……请把那双可爱的眼睛闭上吧！
100002_8,9,1621,我脱掉衣服，用淋浴稍微冲洗了一下身体，然后坐在小露西的旁边……。
100002_8,9,1622,和朋友两个人一起洗澡……唯独这个瞬间，无论过多久我都无法习惯。
100002_8,9,1624,在弥漫着热气的浴室里，寂静回响着。
100002_8,9,1625,小露西从刚才开始就一直像抱着泰迪熊的小孩子一样，紧紧地抱着我的手臂。
100002_8,9,1626,也就是说，小露西的胸部紧紧地压在我的手臂上。
100002_8,9,1629,小露西真的没有任何邪念，靠在我的肩膀上。
100002_8,9,1632,为什么女孩子的肌肤，只要一触碰就会这么舒服呢……。
100002_8,9,1633,全身上下都很柔软，很温暖……。
100002_8,9,1634,即使没有执着，没有恋心，只是这样就会让情绪高涨。
100002_8,9,1636,不自在，难为情，以及一点点的安心感。
100002_8,9,1639,因为小露西，我体验了人生第一次的酒店……！
100002_8,9,1640,可是，该怎么说呢……我实在提不起劲直接了当地说……我露出了暧昧的笑容。
100002_8,9,1642,如果有人需要我，我也想成为那个人的力量。
100002_8,9,1647,我转头一看，眼前是睫毛湿润的美少女。
100002_8,9,1648,紫水晶般的瞳孔，目不转睛地映照着我。
100002_8,9,1651,露西的语气中，丝毫没有开玩笑的成分。
100002_8,9,1656,要是我这样向真唯和紫阳花同学报告，她们肯定会把我从屋顶上推下去，然后串供让完全犯罪成立。
100002_8,9,1657,话虽如此，要是我回答，又会伤害到露西！
100002_8,9,1659,世界啊，求求你别把选择权交给我。
100002_8,9,1660,这一切都是因为我得意忘形地说了这种话……！
100002_8,9,1664,我选择了第三个选项，争取时间。
100002_8,9,1674,不，我还活着……好险，差点就受到致命伤了……。
100002_8,9,1677,果然，露西对我的感情不是恋爱感情。
100002_8,9,1679,"呜呜……
　虽然我快要被她迷得神魂颠倒，但我还是说出了自己的真心话。"
100002_8,9,1681,一边想着自己想说的话，以及说出来后对方会有什么样的感受，一边说出重要的事情，这真的很难。
100002_8,9,1683,这和拒绝真唯以及纱月同学的是完全不同的。
100002_8,9,1684,我现在非常害怕，会伤害到一直等待着我的回答的露西。
100002_8,9,1685,即使如此，如果彼此追求的东西不同，那就必须传达给她。
100002_8,9,1687,露西没有移开视线，而是反问了我。
100002_8,9,1690,与其道歉，还不如一开始就拒绝她！
100002_8,9,1691,刺向自己的刀刃越来越锋利了……。
100002_8,9,1692,露西仿佛早就知道我会这么说，微微地点了点头。
100002_8,9,1693,刀刃的尖端摇晃着，指向了露西。
100002_8,9,1694,……因为露西也一样，比起我，更喜欢真唯和纱月同学吧？
100002_8,9,1695,或许我应该干脆地承认这点，把话说清楚。
100002_8,9,1702,紧紧抱住我的露西，喃喃地说了一句。
100002_8,9,1709,……露西说过自己没有家人，一直很寂寞。
100002_8,9,1711,每天回到空无一人的房间，究竟是什么样的心情呢？
100002_8,9,1712,露西的年纪和我差不多，我无法想象她背负的残酷命运。
100002_8,9,1713,难道就没有让大家都能幸福的方法吗？
100002_8,9,1719,露西抬头看向我，我则把手绕到她的背后。
100002_8,9,1724,难道说，不久之后，真的会有机会向真唯和紫阳花同学重新介绍小露西吗……？
100002_8,9,1726,我总觉得，那样的未来，是不会到来的。
100002_8,9,1731,听到我的呐喊，小露西噗哧一声笑了出来。
100002_8,9,1732,这次露西像是终于放心了，把脸埋进了我的胸口。
100002_8,9,1733,"然后——

　我不由得扭动了身体。"
100002_8,9,1735,我用双手护住胸部，用全身大喊道。
100002_8,9,1744,其实今天一整天，她好像都在跟着我们。
100002_8,9,1746,那干嘛不在中途帮我们一把啊……！
100002_8,9,1750,露西所思考的，将会大大改变我、真唯以及纱月同学的命运……不过，那又是另一段故事了。
100002_8,9,1752,王冢真唯坐在自家的大床上，凝视着黑暗。
100002_8,9,1754,微弱的光线照射进来，琴纱月走了进来。
100002_8,9,1755,真唯含糊其辞，纱月则坐在她的旁边。
100002_8,9,1756,纱月身穿浴袍，一边用浴巾擦拭着湿漉漉的头发。
100002_8,9,1757,"真唯像是张开沉重的嘴巴一样喃喃说道：

　纱月被甩了一巴掌的脸颊已经没有留下任何痕迹。"
100002_8,9,1758,虽然露西在那一瞬间肯定是认真的，但她终究还是没办法真的打纱月一巴掌。
100002_8,9,1760,看到她那副模样，纱月微微皱起眉头。
100002_8,9,1764,"听到这句话，真唯她——

　她将交握的双手放在胸前。"
100002_8,9,1768,纱月的眼眸深处燃起了昏暗的火焰。
100002_8,9,1771,"在这条道路的前方，堆积起许多困难与牺牲——
　纱月抚摸着真唯的脸颊。"
100002_8,9,1780,纱月压在她的身上，低头看着真唯。
100002_8,9,1784,"但是——

　仰面朝天的真唯，眼中映照着纱月。"
100002_8,9,1789,明明如此，却觉得被我夺走嘴唇也无所谓？
100002_8,9,1792,仰望着纱月的真唯，仿佛连内心都托付给她似的，闭上了眼睛。
100002_8,9,1794,感觉从自己的内侧，传来了心被碾压的声音。
100002_8,9,1796,她站起身，以要用吹风机吹头发为由，打算离开真唯的房间。
100002_8,9,1800,——这句话，仿佛连内心都被看透了。
100002_8,10,1801,纱月留下一句唾弃般的话，离开了房间。
